transaction_id,customer_id,product_id,quantity,unit_price,total_amount,transaction_date,channel
1863,1849,167,2,45.02,90.04,2025-06-18 08:10:05.387347,Store
1864,959,52,3,495.1,1485.3,2025-05-12 14:13:19.761286,Online
1865,1020,46,3,181.17,543.52,2025-06-10 04:01:50.848654,Store
1866,1873,77,3,109.84,329.52,2025-04-09 14:03:11.030507,Store
1867,1160,35,1,253.16,253.16,2025-04-17 12:42:24.665187,Store
1868,1040,43,4,11.81,47.26,2025-06-24 04:55:00.481411,Online
1869,1260,23,1,74.59,74.59,2025-06-19 02:17:01.923391,Online
1870,1950,16,1,218.14,218.14,2025-06-03 02:30:58.290618,Store
1871,1617,193,3,324.27,972.81,2025-06-17 08:28:12.096795,Online
1872,73,7,3,134.64,403.93,2025-06-09 00:08:38.051448,Store
1873,511,14,1,260.15,260.15,2025-07-10 12:54:13.017018,Store
1874,771,44,1,98.62,98.62,2025-06-28 22:19:09.260388,Online
1875,1037,92,3,129.42,388.25,2025-05-22 14:35:29.472758,Store
1876,1647,62,1,445.16,445.16,2025-06-21 04:30:52.941875,Online
1877,1261,69,4,318.79,1275.14,2025-06-24 11:14:46.313878,Online
1878,543,148,1,302.84,302.84,2025-06-26 05:19:56.961647,Store
1879,348,3,1,138.66,138.66,2025-06-29 02:24:18.681666,Online
1880,1158,54,3,441.09,1323.28,2025-07-01 01:45:12.134566,Online
1881,1188,48,3,377.82,1133.47,2025-06-03 04:20:49.857082,Store
1882,388,22,2,132.96,265.93,2025-06-11 07:31:09.009943,Online
1883,833,92,3,142.36,427.08,2025-07-02 09:37:58.838221,Online
1884,244,93,1,159.89,159.89,2025-07-04 11:57:06.163955,Store
1885,1484,158,1,248.97,248.97,2025-06-26 02:38:32.922074,Online
1886,830,28,2,410.38,820.76,2025-05-28 19:14:44.240886,Online
1887,42,74,2,265.65,531.3,2025-07-11 09:40:47.113408,Store
1888,398,4,1,90.82,90.82,2025-04-18 07:45:42.919017,Online
1889,169,71,1,196.58,196.58,2025-04-15 12:38:55.924662,Store
1890,1370,13,1,221.18,221.18,2025-06-22 17:28:02.881945,Store
1891,372,140,2,156.09,312.19,2025-07-07 05:05:12.907622,Online
1892,843,60,1,106.59,106.59,2025-06-29 14:50:01.792722,Online
1893,1300,192,3,287.32,861.97,2025-06-24 08:57:51.164338,Online
1894,62,110,1,408.67,408.67,2025-06-18 21:30:09.644078,Store
1895,1211,162,3,453.18,1359.55,2025-07-03 23:15:03.813982,Online
1896,645,185,2,514.2,1028.4,2025-06-02 04:32:01.831436,Store
1897,1839,8,1,105.27,105.27,2025-06-16 23:59:11.362155,Online
1898,501,94,1,246.74,246.74,2025-06-25 10:34:50.875721,Online
1899,995,142,1,197.62,197.62,2025-04-25 02:25:10.190582,Online
1900,1821,100,3,255.02,765.05,2025-06-28 17:38:09.125898,Store
1901,961,15,4,86.78,347.12,2025-04-07 22:21:52.124305,Store
1902,1765,33,1,320.08,320.08,2025-06-24 23:47:24.451044,Online
1903,602,164,1,301.13,301.13,2025-06-25 09:09:44.295933,Online
1904,841,134,2,294.06,588.12,2025-05-07 11:44:09.542068,Store
1905,1217,78,1,151.5,151.5,2025-06-19 09:09:49.675424,Online
1906,1878,168,1,116.69,116.69,2025-05-28 13:09:27.957553,Online
1907,661,171,3,236.97,710.9,2025-07-03 19:13:00.308086,Store
1908,1513,136,1,339.99,339.99,2025-07-11 03:34:29.931503,Online
1909,1085,13,2,199.06,398.13,2025-06-01 21:45:57.825518,Online
1910,683,63,2,52.39,104.79,2025-06-18 18:05:27.191035,Store
1911,340,152,2,39.52,79.03,2025-05-15 13:29:44.041087,Store
1912,1160,43,1,13.0,13.0,2025-06-18 16:48:04.814972,Store
1913,1129,54,1,490.1,490.1,2025-07-07 10:35:49.171976,Store
1914,392,100,1,255.02,255.02,2025-07-06 06:55:48.522001,Online
1915,517,185,4,467.45,1869.82,2025-05-29 09:42:00.526369,Online
1916,1983,198,1,151.82,151.82,2025-05-12 20:19:33.691168,Store
1917,1014,75,2,125.92,251.83,2025-05-02 19:44:14.068564,Online
1918,735,159,1,74.03,74.03,2025-05-28 22:40:17.482591,Online
1919,1760,42,2,143.0,286.0,2025-06-22 09:26:26.876820,Online
1920,1289,189,2,26.22,52.43,2025-06-03 09:58:16.739836,Online
1921,1804,102,1,295.3,295.3,2025-06-23 07:06:39.262474,Store
1922,828,2,1,52.52,52.52,2025-06-06 23:16:17.630082,Online
1923,373,35,2,253.16,506.32,2025-07-07 19:21:44.169038,Online
1924,703,119,1,230.34,230.34,2025-06-12 14:19:00.174693,Online
1925,101,163,1,11.4,11.4,2025-06-01 14:03:46.303862,Online
1926,1339,192,1,351.17,351.17,2025-07-12 01:24:49.811318,Online
1927,722,197,1,530.86,530.86,2025-07-09 06:51:26.087897,Online
1928,57,73,1,406.81,406.81,2025-04-16 08:18:38.350794,Store
1929,451,44,1,80.69,80.69,2025-04-22 21:25:42.668691,Online
1930,84,88,4,88.41,353.65,2025-07-06 21:24:30.369357,Store
1931,1141,8,1,105.27,105.27,2025-07-08 15:22:50.242434,Online
1932,198,176,1,210.32,210.32,2025-06-24 15:55:06.185055,Online
1933,1212,151,2,275.21,550.41,2025-06-24 03:03:47.296833,Online
1934,1187,15,4,78.89,315.56,2025-04-09 23:09:56.179043,Store
1935,1691,86,1,40.29,40.29,2025-07-10 15:57:11.961083,Online
1936,1117,141,1,540.44,540.44,2025-06-20 00:57:01.449426,Online
1937,941,113,1,456.01,456.01,2025-05-29 22:43:24.969405,Store
1938,1804,174,1,322.17,322.17,2025-04-27 01:38:45.697778,Online
1939,1726,117,1,357.96,357.96,2025-07-06 15:03:40.026270,Online
1940,220,58,2,264.6,529.2,2025-07-06 01:51:42.271670,Online
1941,1280,35,1,230.14,230.14,2025-06-05 03:00:06.288579,Store
1942,986,174,4,322.17,1288.69,2025-07-11 13:32:52.539076,Store
1943,217,21,1,345.97,345.97,2025-07-01 00:26:38.398756,Store
1944,1580,189,5,23.83,119.16,2025-06-05 03:41:44.726083,Online
1945,1398,184,1,428.03,428.03,2025-07-11 08:56:29.126172,Online
1946,741,37,2,476.89,953.78,2025-05-16 08:55:33.147127,Store
1947,423,41,2,482.99,965.99,2025-07-03 22:01:37.505754,Online
1948,516,118,2,160.38,320.76,2025-07-01 02:06:30.426666,Store
1949,657,45,1,181.27,181.27,2025-07-07 06:05:00.131551,Online
1950,388,50,1,257.72,257.72,2025-06-29 12:44:45.171675,Store
1951,956,39,1,315.82,315.82,2025-04-12 15:52:54.304445,Store
1952,651,48,3,377.82,1133.47,2025-06-17 15:21:20.423963,Online
1953,333,19,2,14.69,29.37,2025-07-02 17:01:17.390283,Online
1954,173,125,3,104.25,312.75,2025-06-04 09:19:42.357559,Online
1955,406,124,1,431.96,431.96,2025-07-04 02:17:28.767742,Online
1956,753,158,2,226.34,452.67,2025-06-29 10:15:49.720743,Online
1957,175,182,2,34.89,69.79,2025-06-25 08:50:16.952934,Online
1958,966,105,3,321.12,963.35,2025-05-30 04:18:44.718241,Online
1959,174,139,2,440.21,880.42,2025-05-14 22:21:05.759173,Online
1960,1046,64,1,212.72,212.72,2025-07-02 01:18:14.336467,Online
1961,531,20,3,214.95,644.86,2025-04-19 14:21:09.448644,Store
1962,1921,24,4,444.65,1778.6,2025-07-05 21:07:59.421550,Store
1963,27,160,3,167.85,503.55,2025-07-06 05:49:13.903295,Online
1964,1831,115,5,285.41,1427.03,2025-03-21 21:58:02.872372,Store
1965,1960,70,1,444.92,444.92,2025-07-11 22:07:57.507309,Store
1966,1082,123,4,486.38,1945.54,2025-06-05 00:57:44.132456,Online
1967,130,121,1,94.65,94.65,2025-05-25 06:42:46.989786,Online
1968,64,166,2,313.19,626.37,2025-07-01 00:17:55.074618,Online
1969,1934,98,3,186.8,560.39,2025-07-06 11:09:53.893251,Store
1970,1283,47,1,397.77,397.77,2025-06-10 15:20:22.365330,Store
1971,1873,25,1,144.76,144.76,2025-07-06 09:33:45.333416,Online
1972,466,19,1,13.35,13.35,2025-06-27 07:48:35.388282,Store
1973,1829,98,1,168.12,168.12,2025-06-22 11:32:36.295644,Online
1974,1298,183,1,263.41,263.41,2025-07-01 22:53:25.931217,Online
1975,745,171,1,236.97,236.97,2025-06-19 09:11:46.339984,Store
1976,1393,62,1,445.16,445.16,2025-03-24 14:37:42.979781,Online
1977,1293,182,2,34.89,69.79,2025-06-07 04:15:07.906122,Online
1978,1572,29,1,252.66,252.66,2025-04-04 09:23:30.278885,Online
1979,1664,144,2,182.34,364.69,2025-03-11 03:35:39.110707,Store
1980,320,164,2,301.13,602.25,2025-04-23 03:21:18.135359,Store
1981,133,157,2,284.48,568.97,2025-07-06 01:15:51.293428,Online
1982,563,132,3,351.71,1055.14,2025-07-11 18:58:47.772901,Online
1983,1515,25,1,159.24,159.24,2025-06-09 06:38:55.480149,Online
1984,426,18,5,99.88,499.39,2025-07-11 20:10:28.389148,Online
1985,677,191,1,204.37,204.37,2025-04-20 09:12:12.442001,Online
1986,1399,190,1,429.03,429.03,2025-05-29 22:25:09.531009,Online
1987,859,93,1,159.89,159.89,2025-06-05 17:33:12.448581,Online
1988,550,187,1,64.23,64.23,2025-02-28 04:41:07.240799,Online
1989,334,42,1,157.3,157.3,2025-06-13 05:53:41.101172,Online
1990,967,141,1,442.17,442.17,2025-06-09 01:54:05.916328,Store
1991,1059,108,4,201.24,804.98,2025-06-27 04:52:51.639746,Online
1992,1771,36,1,470.84,470.84,2025-07-09 20:48:44.442492,Store
1993,21,34,2,58.19,116.38,2025-07-05 05:04:52.342490,Store
1994,296,48,1,343.47,343.47,2025-05-19 00:07:16.510412,Online
1995,791,147,2,322.66,645.32,2025-05-20 07:06:02.073296,Online
1996,1777,28,4,410.38,1641.53,2025-06-04 23:33:44.900495,Online
1997,1802,49,1,141.1,141.1,2025-07-03 17:55:24.852895,Online
1998,1794,33,2,290.98,581.96,2025-06-30 21:46:32.603209,Online
1999,1101,13,1,243.3,243.3,2025-06-27 04:11:09.216164,Store
2000,965,155,2,456.75,913.49,2025-07-07 11:15:59.327785,Store
2001,387,161,1,435.79,435.79,2025-05-15 11:15:03.636417,Online
2002,1059,135,2,107.82,215.64,2025-05-09 02:12:18.905261,Online
2003,1385,83,1,357.39,357.39,2025-07-11 02:41:40.099102,Online
2004,260,112,1,145.1,145.1,2025-06-07 15:44:49.164276,Online
2005,1418,116,2,26.52,53.05,2025-07-07 02:00:36.421107,Online
2006,1326,48,1,343.47,343.47,2025-07-11 04:35:31.715461,Store
2007,132,21,1,345.97,345.97,2025-07-10 13:54:02.643373,Store
2008,67,184,3,470.84,1412.51,2025-06-23 09:10:13.377081,Online
2009,1160,166,2,344.5,689.01,2025-06-24 02:20:33.555393,Online
2010,928,93,4,159.89,639.55,2025-07-12 02:36:23.726481,Online
2011,1989,168,5,116.69,583.43,2025-06-21 14:24:41.423703,Online
2012,946,72,1,44.29,44.29,2025-06-08 07:20:28.141691,Online
2013,339,193,1,360.3,360.3,2025-05-01 11:33:51.922519,Store
2014,1502,183,1,239.47,239.47,2025-06-14 02:58:24.250388,Store
2015,1582,117,3,325.42,976.27,2025-06-13 21:53:51.694978,Online
2016,1008,51,2,51.14,102.28,2025-06-18 17:22:52.943528,Store
2017,363,50,1,234.29,234.29,2025-06-27 17:51:04.913923,Online
2018,376,8,3,116.97,350.91,2025-05-15 19:33:32.084826,Online
2019,682,131,1,473.29,473.29,2025-07-06 02:24:39.839203,Online
2020,813,119,1,253.38,253.38,2025-07-05 23:39:15.485535,Online
2021,1245,63,3,42.87,128.6,2025-07-04 10:00:30.306508,Online
2022,1178,94,2,271.41,542.82,2025-05-17 15:30:09.793869,Store
2023,754,62,3,404.69,1214.08,2025-05-12 22:01:40.052450,Online
2024,705,9,1,40.48,40.48,2025-06-07 06:02:57.422622,Online
2025,583,175,1,450.35,450.35,2025-06-14 06:23:41.254480,Online
2026,1981,67,1,56.26,56.26,2025-05-03 01:08:47.899076,Store
2027,457,114,2,94.23,188.46,2025-06-19 23:01:55.442800,Online
2028,172,108,3,221.37,664.11,2025-06-24 03:55:47.657296,Online
2029,416,36,2,470.84,941.69,2025-04-27 16:30:28.476817,Store
2030,580,168,1,116.69,116.69,2025-07-10 22:54:38.750401,Store
2031,1493,157,4,258.62,1034.48,2025-06-05 18:40:24.178771,Store
2032,484,186,1,466.98,466.98,2025-07-01 10:51:26.128993,Online
2033,124,65,3,376.92,1130.76,2025-06-23 09:03:53.953018,Online
2034,1481,135,4,97.04,388.15,2025-06-19 23:21:14.343866,Online
2035,1596,174,4,322.17,1288.69,2025-06-15 14:26:03.689668,Online
2036,365,91,2,355.85,711.7,2025-06-02 16:10:03.144187,Online
2037,1789,3,1,138.66,138.66,2025-07-06 23:11:39.505571,Online
2038,918,9,1,33.12,33.12,2025-06-21 16:19:10.656904,Online
2039,1818,161,1,392.21,392.21,2025-06-18 10:20:38.601840,Online
2040,584,98,1,186.8,186.8,2025-07-08 21:50:31.515398,Online
2041,1311,142,2,217.38,434.77,2025-06-10 01:10:10.338609,Online
2042,587,89,3,365.63,1096.9,2025-06-01 05:27:43.435890,Online
2043,677,138,1,89.43,89.43,2025-07-09 19:07:48.741657,Online
2044,1068,200,3,535.36,1606.09,2025-06-07 17:00:10.272496,Online
2045,1101,149,2,409.28,818.57,2025-06-10 07:19:08.938609,Online
2046,1996,82,1,262.14,262.14,2025-06-18 17:41:10.927640,Store
2047,2000,179,2,234.77,469.53,2025-07-02 20:35:44.494909,Store
2048,971,165,1,362.46,362.46,2025-06-04 10:34:44.718885,Online
2049,1252,102,1,295.3,295.3,2025-06-25 16:05:11.494422,Online
2050,1957,37,1,476.89,476.89,2025-05-14 05:40:59.933985,Online
2051,1267,42,1,143.0,143.0,2025-05-04 13:29:00.304638,Online
2052,1324,188,1,197.21,197.21,2025-07-03 20:32:25.567482,Store
2053,1617,6,1,170.36,170.36,2025-07-07 19:22:26.719664,Online
2054,473,8,3,128.67,386.0,2025-07-05 18:45:16.322524,Online
2055,82,4,3,90.82,272.45,2025-06-29 00:36:46.992933,Online
2056,589,22,1,132.96,132.96,2025-06-28 04:03:52.004985,Online
2057,1633,30,1,249.73,249.73,2025-06-13 05:42:57.996953,Online
2058,1871,123,1,397.95,397.95,2025-06-10 21:15:59.913819,Online
2059,744,39,1,315.82,315.82,2025-06-15 22:39:06.676331,Store
2060,640,83,2,357.39,714.78,2025-07-07 03:05:36.042875,Store
2061,920,13,4,243.3,973.2,2025-07-08 16:24:08.143266,Online
2062,1804,81,2,215.28,430.55,2025-06-19 18:24:19.510927,Online
2063,576,27,2,386.98,773.96,2025-07-08 13:11:05.918064,Online
2064,23,21,1,345.97,345.97,2025-07-08 15:18:31.731503,Online
2065,55,54,4,490.1,1960.41,2025-07-09 00:55:42.726688,Store
2066,214,171,2,236.97,473.94,2025-07-10 00:10:42.997467,Store
2067,196,46,2,164.7,329.41,2025-06-20 19:20:04.046356,Online
2068,1303,20,1,262.72,262.72,2025-06-02 05:45:34.257107,Online
2069,141,153,3,318.2,954.61,2025-06-19 07:10:15.169895,Store
2070,547,84,2,499.39,998.78,2025-06-27 10:59:44.987939,Online
2071,1519,162,1,453.18,453.18,2025-06-27 22:38:33.907970,Online
2072,1202,101,1,79.89,79.89,2025-05-31 17:37:05.792662,Online
2073,853,62,1,404.69,404.69,2025-06-19 03:37:41.278777,Store
2074,1358,159,3,74.03,222.09,2025-06-11 17:11:49.690383,Online
2075,188,177,1,83.22,83.22,2025-05-21 00:16:24.766108,Online
2076,764,105,3,289.0,867.01,2025-06-09 15:13:05.078183,Online
2077,232,80,2,205.72,411.44,2025-06-29 13:59:13.703449,Store
2078,1331,84,1,453.99,453.99,2025-07-06 10:53:49.551009,Online
2079,1233,133,1,223.29,223.29,2025-07-09 19:59:23.326896,Store
2080,94,127,4,335.53,1342.11,2025-06-29 15:55:02.001680,Online
2081,464,71,1,178.71,178.71,2025-01-21 10:59:08.285222,Online
2082,1366,138,2,89.43,178.87,2025-06-27 10:57:06.050281,Store
2083,647,80,1,205.72,205.72,2025-04-07 09:12:31.427393,Store
2084,909,180,4,99.0,396.0,2025-06-07 05:29:59.711437,Online
2085,1230,2,3,52.52,157.57,2025-07-08 04:58:56.921992,Online
2086,978,74,3,292.21,876.64,2025-07-06 13:29:03.985626,Online
2087,51,119,1,207.31,207.31,2025-05-21 19:44:56.954193,Store
2088,468,76,2,353.74,707.48,2025-06-29 18:46:31.936600,Online
2089,1796,161,2,479.37,958.74,2025-06-05 00:04:40.860716,Store
2090,129,78,1,151.5,151.5,2025-06-10 22:32:16.585081,Store
2091,263,123,3,486.38,1459.15,2025-06-15 22:10:13.265388,Store
2092,361,132,1,319.74,319.74,2025-06-24 09:10:26.143105,Online
2093,1604,111,2,360.33,720.65,2025-06-29 15:30:08.987530,Online
2094,1505,179,2,234.77,469.53,2025-04-21 22:51:37.725583,Online
2095,725,119,1,230.34,230.34,2025-07-11 04:18:02.082954,Online
2096,563,124,1,527.95,527.95,2025-07-06 14:35:44.278832,Online
2097,317,120,1,179.18,179.18,2025-07-07 23:10:34.503410,Online
2098,601,44,1,98.62,98.62,2025-04-20 18:23:25.958975,Online
2099,873,40,1,242.3,242.3,2025-06-17 13:30:57.570366,Online
2100,1599,167,1,55.03,55.03,2025-07-10 23:46:57.130402,Store
2101,1745,140,1,141.9,141.9,2025-05-20 05:42:57.539818,Online
2102,836,180,1,99.0,99.0,2025-07-10 03:54:29.692348,Online
2103,64,145,1,225.69,225.69,2025-07-02 06:13:39.944342,Online
2104,692,13,2,221.18,442.36,2025-06-29 13:22:53.076850,Online
2105,1868,103,2,172.63,345.26,2025-06-15 12:05:14.083843,Online
2106,1480,53,1,468.36,468.36,2025-06-08 05:44:26.575018,Store
2107,80,73,1,406.81,406.81,2025-03-14 05:29:23.651202,Online
2108,1254,58,1,323.4,323.4,2025-07-10 17:35:10.862658,Online
2109,494,33,4,320.08,1280.32,2025-06-23 20:42:32.383599,Online
2110,674,102,1,295.3,295.3,2025-07-11 15:08:00.936153,Online
2111,209,100,3,280.52,841.55,2025-05-07 05:30:35.469032,Store
2112,475,102,2,295.3,590.59,2025-07-01 21:57:46.994384,Online
2113,1967,35,1,253.16,253.16,2025-06-28 16:11:44.406454,Online
2114,651,106,1,473.96,473.96,2025-07-08 02:26:26.263812,Online
2115,1948,181,1,173.99,173.99,2025-07-03 17:28:02.666673,Store
2116,867,16,1,239.96,239.96,2025-07-08 21:25:40.129862,Online
2117,421,198,1,136.64,136.64,2025-06-08 08:17:54.780448,Online
2118,1543,103,1,156.94,156.94,2025-07-07 22:33:24.916850,Online
2119,408,3,3,138.66,415.99,2025-05-30 15:34:16.800360,Online
2120,1071,175,1,450.35,450.35,2025-07-06 02:51:13.719567,Online
2121,880,172,2,248.55,497.09,2025-06-22 09:21:07.889450,Online
2122,1436,98,2,205.47,410.95,2025-06-27 18:12:59.434491,Online
2123,802,42,3,157.3,471.9,2025-06-23 13:32:34.269760,Store
2124,353,32,3,48.37,145.1,2025-06-29 09:19:21.528830,Online
2125,1915,61,2,13.45,26.9,2025-06-30 08:53:19.889705,Store
2126,638,6,2,189.29,378.58,2025-06-20 09:22:23.593443,Online
2127,1017,94,2,271.41,542.82,2025-04-20 03:08:46.620617,Online
2128,1142,67,3,51.14,153.42,2025-05-31 17:00:27.445075,Store
2129,1922,132,1,351.71,351.71,2025-07-11 13:19:29.116672,Store
2130,443,66,1,126.03,126.03,2025-05-25 19:47:49.308390,Online
2131,1714,83,1,357.39,357.39,2025-06-27 13:08:27.564631,Store
2132,415,96,1,309.46,309.46,2025-05-19 20:12:11.586762,Online
2133,72,167,1,55.03,55.03,2025-06-26 22:29:14.732366,Online
2134,16,67,2,56.26,112.51,2025-06-06 01:21:50.047772,Store
2135,506,133,1,245.62,245.62,2025-04-06 19:56:02.448743,Online
2136,854,48,2,309.13,618.25,2025-06-28 00:22:06.974087,Store
2137,1169,34,1,64.01,64.01,2025-06-17 16:19:15.746985,Online
2138,1474,103,2,156.94,313.88,2025-04-26 20:07:54.846489,Online
2139,1131,36,5,423.76,2118.8,2025-05-25 14:21:28.749632,Online
2140,1798,104,3,29.54,88.63,2025-05-30 09:44:51.360641,Online
2141,1994,138,1,89.43,89.43,2025-05-21 22:04:34.175680,Online
2142,1682,26,1,107.61,107.61,2025-07-10 19:14:14.351746,Online
2143,147,198,1,151.82,151.82,2025-06-14 02:27:46.553197,Online
2144,433,48,3,343.47,1030.42,2025-05-10 20:08:01.680270,Online
2145,534,38,1,127.27,127.27,2025-05-03 08:21:10.073999,Online
2146,248,187,1,64.23,64.23,2025-02-22 00:48:55.821813,Store
2147,1677,29,1,252.66,252.66,2025-06-05 08:37:57.119657,Online
2148,1903,47,2,357.99,715.98,2025-06-07 07:10:27.985195,Online
2149,1757,83,1,321.65,321.65,2025-07-02 06:24:43.528493,Online
2150,1048,103,2,172.63,345.26,2025-07-11 01:45:04.594959,Online
2151,32,29,2,252.66,505.32,2025-06-25 14:47:00.191303,Store
2152,1557,51,1,56.82,56.82,2025-06-27 05:22:48.960566,Online
2153,671,56,1,104.76,104.76,2025-06-23 10:13:25.050527,Online
2154,1857,87,1,17.17,17.17,2025-04-04 12:12:51.721539,Store
2155,27,180,2,108.9,217.8,2025-06-19 21:57:31.352433,Store
2156,756,90,1,329.82,329.82,2025-06-01 06:58:15.648254,Store
2157,1811,157,1,258.62,258.62,2025-07-08 21:32:01.821706,Online
2158,611,74,4,292.21,1168.86,2025-07-08 20:52:44.234282,Online
2159,380,96,1,309.46,309.46,2025-07-12 01:57:17.048766,Online
2160,1700,158,2,226.34,452.67,2025-06-29 07:22:30.367313,Store
2161,1952,147,1,293.33,293.33,2025-04-25 00:05:14.442783,Store
2162,304,155,1,456.75,456.75,2025-07-10 08:39:22.795235,Online
2163,392,110,2,408.67,817.34,2025-06-30 13:47:47.613844,Online
2164,25,139,3,440.21,1320.63,2025-06-23 01:06:05.630303,Store
2165,874,200,2,486.69,973.39,2025-07-01 17:45:39.229584,Online
2166,434,13,5,243.3,1216.5,2025-07-02 12:01:35.195859,Online
2167,894,186,1,466.98,466.98,2025-07-06 11:03:13.607485,Online
2168,67,70,3,543.8,1631.39,2025-06-07 16:37:09.964349,Online
2169,244,138,2,81.3,162.61,2025-06-11 07:40:51.705512,Online
2170,89,91,2,355.85,711.7,2025-02-08 15:44:15.523835,Online
2171,1419,75,2,114.47,228.94,2025-05-30 01:07:18.555316,Store
2172,1539,143,1,106.88,106.88,2025-06-17 21:32:00.763720,Online
2173,1221,42,1,128.7,128.7,2025-06-07 09:08:25.566135,Online
2174,1937,57,1,32.64,32.64,2025-05-06 22:08:48.800241,Online
2175,77,87,1,17.17,17.17,2025-06-04 14:43:39.505520,Store
2176,1607,120,1,197.1,197.1,2025-06-30 15:51:41.763456,Online
2177,89,145,4,203.12,812.48,2025-07-04 02:56:07.139583,Online
2178,1877,92,1,129.42,129.42,2025-07-11 06:44:21.887597,Store
2179,565,70,1,494.36,494.36,2025-07-07 01:05:39.276785,Store
2180,1278,156,2,318.62,637.24,2025-06-21 14:11:39.214856,Online
2181,605,5,3,78.17,234.5,2025-03-14 01:03:38.098952,Online
2182,340,51,2,62.51,125.01,2025-07-11 00:53:08.510084,Online
2183,822,170,2,459.3,918.6,2025-06-28 23:44:35.437016,Online
2184,27,101,1,79.89,79.89,2025-07-11 20:00:07.675211,Store
2185,873,95,2,40.96,81.92,2025-06-10 05:18:53.323094,Online
2186,825,35,4,230.14,920.58,2025-06-16 09:44:03.525163,Online
2187,670,134,1,267.33,267.33,2025-06-17 08:22:45.796832,Store
2188,548,102,1,295.3,295.3,2025-07-05 07:13:24.690478,Online
2189,351,109,2,446.6,893.2,2025-05-01 23:39:09.719718,Store
2190,1393,102,1,324.83,324.83,2025-06-11 05:27:48.167232,Store
2191,1248,164,2,331.24,662.48,2025-07-08 01:51:32.686770,Store
2192,1473,96,3,278.51,835.54,2025-07-03 11:16:41.887315,Online
2193,471,43,2,13.0,25.99,2025-06-08 20:20:38.375316,Online
2194,1403,125,1,114.67,114.67,2025-06-29 23:54:39.289122,Online
2195,1183,58,1,294.0,294.0,2025-06-28 15:41:26.137082,Online
2196,1259,156,3,389.42,1168.27,2025-07-01 04:25:06.784310,Online
2197,1297,85,1,85.24,85.24,2025-06-21 21:52:54.229247,Online
2198,1902,154,4,41.04,164.15,2025-04-07 18:41:31.420005,Store
2199,1809,23,3,82.04,246.13,2025-06-24 16:26:43.808628,Store
2200,1408,9,1,33.12,33.12,2025-06-12 01:13:46.098665,Store
2201,1852,169,2,119.4,238.8,2025-07-01 15:40:58.629489,Store
2202,1531,128,1,178.26,178.26,2025-07-12 09:42:14.643403,Store
2203,1504,68,1,387.31,387.31,2025-03-07 10:25:14.702353,Online
2204,1501,116,2,24.11,48.23,2025-07-08 11:36:28.062745,Online
2205,1512,157,3,232.76,698.28,2025-06-25 08:57:41.496798,Online
2206,1827,170,2,459.3,918.6,2025-06-29 13:18:45.636921,Store
2207,715,113,1,456.01,456.01,2025-06-29 02:55:36.131092,Store
2208,1894,97,3,492.03,1476.09,2025-06-27 10:25:59.621044,Online
2209,7,84,3,499.39,1498.17,2025-06-26 10:46:54.885122,Online
2210,174,158,1,226.34,226.34,2025-05-30 04:30:33.317547,Store
2211,475,191,1,185.79,185.79,2025-06-14 23:14:22.588722,Online
2212,1025,180,1,89.1,89.1,2025-07-11 04:45:33.481589,Online
2213,685,6,1,170.36,170.36,2025-07-01 08:16:03.466035,Online
2214,344,21,1,345.97,345.97,2025-04-02 09:33:24.885750,Online
2215,1813,55,4,435.59,1742.36,2025-06-16 06:48:08.268751,Store
2216,857,60,1,106.59,106.59,2025-05-12 16:13:46.744219,Online
2217,723,22,1,132.96,132.96,2025-05-04 06:52:21.706873,Online
2218,1301,178,3,512.24,1536.71,2025-06-17 13:10:28.842817,Online
2219,1935,27,3,429.98,1289.93,2025-06-26 20:36:03.401032,Store
2220,1901,89,1,332.4,332.4,2025-06-04 19:38:28.319715,Online
2221,1367,195,1,144.14,144.14,2025-06-19 07:59:40.194414,Store
2222,811,5,2,63.96,127.91,2025-05-24 06:16:02.997847,Online
2223,602,170,2,417.55,835.09,2025-04-25 14:26:25.586233,Online
2224,619,167,1,45.02,45.02,2025-07-07 07:54:20.728920,Online
2225,182,143,3,106.88,320.64,2025-05-14 23:50:41.150500,Store
2226,816,130,2,348.0,696.0,2025-06-21 12:32:53.301031,Store
2227,313,17,2,195.2,390.41,2025-05-31 10:35:42.138074,Online
2228,1346,60,3,96.9,290.71,2025-06-15 20:05:31.152560,Online
2229,663,139,3,440.21,1320.63,2025-06-16 07:57:51.004582,Online
2230,1631,46,1,148.23,148.23,2025-06-17 07:20:52.533973,Online
2231,751,186,1,513.67,513.67,2025-05-17 20:15:18.370681,Online
2232,1782,134,1,240.59,240.59,2025-05-26 15:22:03.461394,Online
2233,859,10,1,18.66,18.66,2025-06-02 06:59:58.825198,Online
2234,999,116,1,21.7,21.7,2025-07-11 12:09:21.685336,Online
2235,787,95,2,40.96,81.92,2025-04-11 07:57:03.162451,Online
2236,1345,72,1,36.24,36.24,2025-05-08 04:27:03.947068,Online
2237,1427,20,1,262.72,262.72,2025-07-10 11:59:39.200978,Store
2238,1086,139,1,440.21,440.21,2025-07-05 04:32:05.242704,Online
2239,1758,100,2,255.02,510.03,2025-06-22 05:20:37.263473,Store
2240,1090,175,2,450.35,900.69,2025-07-04 04:14:03.479619,Online
2241,243,88,3,72.34,217.01,2025-05-19 05:42:13.670298,Online
2242,1106,182,1,38.38,38.38,2025-06-08 05:53:25.722915,Online
2243,1924,159,1,74.03,74.03,2025-06-12 06:27:29.596886,Store
