customer_id,customer_segment,region,registration_date,age_group
481,Standard,West,2022-09-20 22:21:18.639319660,55+
482,Standard,South,2022-09-21 11:30:06.303151576,55+
483,Standard,East,2022-09-22 00:38:53.966983492,46-55
484,Standard,East,2022-09-22 13:47:41.630815408,18-25
485,Standard,West,2022-09-23 02:56:29.294647324,18-25
486,Basic,West,2022-09-23 16:05:16.958479240,26-35
487,Premium,North,2022-09-24 05:14:04.622311156,18-25
488,Standard,East,2022-09-24 18:22:52.286143072,18-25
489,Basic,South,2022-09-25 07:31:39.949974988,36-45
490,Basic,East,2022-09-25 20:40:27.613806904,55+
491,Standard,North,2022-09-26 09:49:15.277638820,26-35
492,Standard,West,2022-09-26 22:58:02.941470736,46-55
493,Standard,West,2022-09-27 12:06:50.605302652,46-55
494,Premium,North,2022-09-28 01:15:38.269134568,26-35
495,Standard,South,2022-09-28 14:24:25.932966484,46-55
496,Standard,West,2022-09-29 03:33:13.596798400,26-35
497,Standard,Central,2022-09-29 16:42:01.260630316,18-25
498,Premium,West,2022-09-30 05:50:48.924462232,46-55
499,Basic,Central,2022-09-30 18:59:36.588294148,18-25
500,Basic,North,2022-10-01 08:08:24.252126064,55+
501,Standard,North,2022-10-01 21:17:11.915957980,26-35
502,Standard,West,2022-10-02 10:25:59.579789896,36-45
503,Standard,East,2022-10-02 23:34:47.243621812,36-45
504,Basic,Central,2022-10-03 12:43:34.907453728,18-25
505,Standard,South,2022-10-04 01:52:22.571285644,18-25
506,Premium,West,2022-10-04 15:01:10.235117560,36-45
507,Basic,South,2022-10-05 04:09:57.898949476,46-55
508,Basic,West,2022-10-05 17:18:45.562781392,46-55
509,Basic,East,2022-10-06 06:27:33.226613308,36-45
510,Basic,East,2022-10-06 19:36:20.890445224,46-55
511,Standard,East,2022-10-07 08:45:08.554277140,46-55
512,Standard,East,2022-10-07 21:53:56.218109056,46-55
513,Basic,North,2022-10-08 11:02:43.881940972,36-45
514,Basic,North,2022-10-09 00:11:31.545772888,36-45
515,Premium,Central,2022-10-09 13:20:19.209604804,46-55
516,Premium,South,2022-10-10 02:29:06.873436720,26-35
517,Standard,West,2022-10-10 15:37:54.537268636,46-55
518,Basic,West,2022-10-11 04:46:42.201100552,36-45
519,Basic,North,2022-10-11 17:55:29.864932468,26-35
520,Premium,West,2022-10-12 07:04:17.528764384,18-25
521,Standard,North,2022-10-12 20:13:05.192596300,26-35
522,Standard,Central,2022-10-13 09:21:52.856428216,36-45
523,Basic,South,2022-10-13 22:30:40.520260132,46-55
524,Basic,Central,2022-10-14 11:39:28.184092048,18-25
525,Basic,East,2022-10-15 00:48:15.847923964,46-55
526,Standard,East,2022-10-15 13:57:03.511755880,55+
527,Standard,East,2022-10-16 03:05:51.175587796,26-35
528,Standard,Central,2022-10-16 16:14:38.839419712,55+
529,Premium,West,2022-10-17 05:23:26.503251628,55+
530,Basic,South,2022-10-17 18:32:14.167083544,46-55
531,Basic,East,2022-10-18 07:41:01.830915460,46-55
532,Basic,East,2022-10-18 20:49:49.494747376,55+
533,Basic,East,2022-10-19 09:58:37.158579292,36-45
534,Standard,South,2022-10-19 23:07:24.822411208,26-35
535,Basic,East,2022-10-20 12:16:12.486243124,46-55
536,Basic,South,2022-10-21 01:25:00.150075040,36-45
537,Basic,East,2022-10-21 14:33:47.813906956,36-45
538,Standard,Central,2022-10-22 03:42:35.477738872,26-35
539,Standard,Central,2022-10-22 16:51:23.141570788,46-55
540,Premium,South,2022-10-23 06:00:10.805402704,18-25
541,Basic,Central,2022-10-23 19:08:58.469234620,55+
542,Standard,South,2022-10-24 08:17:46.133066536,26-35
543,Standard,Central,2022-10-24 21:26:33.796898452,18-25
544,Standard,Central,2022-10-25 10:35:21.460730368,36-45
545,Standard,South,2022-10-25 23:44:09.124562284,18-25
546,Standard,West,2022-10-26 12:52:56.788394200,46-55
547,Premium,Central,2022-10-27 02:01:44.452226116,55+
548,Standard,East,2022-10-27 15:10:32.116058032,46-55
549,Standard,West,2022-10-28 04:19:19.779889948,18-25
550,Basic,South,2022-10-28 17:28:07.443721864,18-25
551,Standard,West,2022-10-29 06:36:55.107553780,46-55
552,Basic,North,2022-10-29 19:45:42.771385696,55+
553,Standard,North,2022-10-30 08:54:30.435217612,36-45
554,Standard,Central,2022-10-30 22:03:18.099049528,36-45
555,Basic,Central,2022-10-31 11:12:05.762881444,26-35
556,Standard,East,2022-11-01 00:20:53.426713360,55+
557,Premium,West,2022-11-01 13:29:41.090545276,36-45
558,Premium,North,2022-11-02 02:38:28.754377192,26-35
559,Basic,Central,2022-11-02 15:47:16.418209108,26-35
560,Standard,West,2022-11-03 04:56:04.082041024,55+
561,Basic,Central,2022-11-03 18:04:51.745872940,18-25
562,Standard,Central,2022-11-04 07:13:39.409704856,26-35
563,Premium,North,2022-11-04 20:22:27.073536772,36-45
564,Premium,North,2022-11-05 09:31:14.737368688,18-25
565,Standard,Central,2022-11-05 22:40:02.401200600,18-25
566,Standard,South,2022-11-06 11:48:50.065032516,46-55
567,Standard,Central,2022-11-07 00:57:37.728864432,55+
568,Standard,Central,2022-11-07 14:06:25.392696348,46-55
569,Basic,East,2022-11-08 03:15:13.056528264,55+
570,Standard,East,2022-11-08 16:24:00.720360180,36-45
571,Standard,East,2022-11-09 05:32:48.384192096,46-55
572,Basic,South,2022-11-09 18:41:36.048024012,26-35
573,Standard,South,2022-11-10 07:50:23.711855928,46-55
574,Standard,Central,2022-11-10 20:59:11.375687844,55+
575,Basic,East,2022-11-11 10:07:59.039519760,26-35
576,Basic,South,2022-11-11 23:16:46.703351676,26-35
577,Premium,North,2022-11-12 12:25:34.367183592,36-45
578,Basic,Central,2022-11-13 01:34:22.031015508,18-25
579,Standard,West,2022-11-13 14:43:09.694847424,18-25
580,Standard,Central,2022-11-14 03:51:57.358679340,46-55
581,Standard,West,2022-11-14 17:00:45.022511256,55+
582,Basic,East,2022-11-15 06:09:32.686343172,36-45
583,Standard,West,2022-11-15 19:18:20.350175088,18-25
584,Standard,East,2022-11-16 08:27:08.014007004,18-25
585,Standard,North,2022-11-16 21:35:55.677838920,55+
586,Standard,West,2022-11-17 10:44:43.341670836,36-45
587,Premium,Central,2022-11-17 23:53:31.005502752,26-35
588,Premium,East,2022-11-18 13:02:18.669334668,36-45
589,Premium,Central,2022-11-19 02:11:06.333166584,26-35
590,Premium,South,2022-11-19 15:19:53.996998500,36-45
591,Premium,East,2022-11-20 04:28:41.660830416,55+
592,Standard,West,2022-11-20 17:37:29.324662332,36-45
593,Premium,East,2022-11-21 06:46:16.988494248,46-55
594,Standard,Central,2022-11-21 19:55:04.652326164,26-35
595,Basic,North,2022-11-22 09:03:52.316158080,46-55
596,Standard,East,2022-11-22 22:12:39.979989996,46-55
597,Standard,West,2022-11-23 11:21:27.643821912,18-25
598,Premium,South,2022-11-24 00:30:15.307653828,36-45
599,Premium,North,2022-11-24 13:39:02.971485744,26-35
600,Premium,South,2022-11-25 02:47:50.635317660,46-55
601,Premium,East,2022-11-25 15:56:38.299149576,36-45
602,Standard,Central,2022-11-26 05:05:25.962981492,55+
603,Premium,Central,2022-11-26 18:14:13.626813408,18-25
604,Premium,West,2022-11-27 07:23:01.290645324,46-55
605,Premium,Central,2022-11-27 20:31:48.954477240,46-55
606,Standard,North,2022-11-28 09:40:36.618309156,46-55
607,Standard,Central,2022-11-28 22:49:24.282141072,26-35
608,Standard,West,2022-11-29 11:58:11.945972988,36-45
609,Standard,East,2022-11-30 01:06:59.609804904,46-55
610,Standard,East,2022-11-30 14:15:47.273636820,26-35
611,Premium,Central,2022-12-01 03:24:34.937468736,26-35
612,Basic,South,2022-12-01 16:33:22.601300652,36-45
613,Standard,East,2022-12-02 05:42:10.265132568,36-45
614,Premium,Central,2022-12-02 18:50:57.928964484,26-35
615,Basic,West,2022-12-03 07:59:45.592796400,26-35
616,Basic,Central,2022-12-03 21:08:33.256628316,26-35
617,Premium,East,2022-12-04 10:17:20.920460232,46-55
618,Standard,West,2022-12-04 23:26:08.584292148,46-55
619,Basic,Central,2022-12-05 12:34:56.248124064,46-55
620,Basic,North,2022-12-06 01:43:43.911955980,55+
621,Premium,West,2022-12-06 14:52:31.575787896,36-45
622,Standard,North,2022-12-07 04:01:19.239619812,18-25
623,Standard,South,2022-12-07 17:10:06.903451728,18-25
624,Standard,West,2022-12-08 06:18:54.567283644,26-35
625,Standard,North,2022-12-08 19:27:42.231115560,55+
626,Standard,East,2022-12-09 08:36:29.894947476,36-45
627,Standard,East,2022-12-09 21:45:17.558779392,26-35
628,Basic,South,2022-12-10 10:54:05.222611308,26-35
629,Premium,West,2022-12-11 00:02:52.886443224,36-45
630,Standard,West,2022-12-11 13:11:40.550275140,46-55
631,Basic,West,2022-12-12 02:20:28.214107056,26-35
632,Basic,South,2022-12-12 15:29:15.877938972,55+
633,Standard,West,2022-12-13 04:38:03.541770888,36-45
634,Standard,East,2022-12-13 17:46:51.205602804,18-25
635,Premium,North,2022-12-14 06:55:38.869434720,55+
636,Standard,East,2022-12-14 20:04:26.533266636,18-25
637,Standard,East,2022-12-15 09:13:14.197098552,55+
638,Standard,North,2022-12-15 22:22:01.860930468,55+
639,Standard,East,2022-12-16 11:30:49.524762384,46-55
640,Standard,South,2022-12-17 00:39:37.188594300,46-55
641,Premium,North,2022-12-17 13:48:24.852426216,26-35
642,Standard,East,2022-12-18 02:57:12.516258132,55+
643,Standard,Central,2022-12-18 16:06:00.180090048,36-45
644,Standard,East,2022-12-19 05:14:47.843921964,46-55
645,Premium,South,2022-12-19 18:23:35.507753880,55+
646,Basic,West,2022-12-20 07:32:23.171585796,55+
647,Standard,East,2022-12-20 20:41:10.835417712,46-55
648,Standard,West,2022-12-21 09:49:58.499249628,26-35
649,Basic,Central,2022-12-21 22:58:46.163081544,55+
650,Standard,East,2022-12-22 12:07:33.826913460,36-45
651,Premium,North,2022-12-23 01:16:21.490745376,55+
652,Standard,West,2022-12-23 14:25:09.154577292,46-55
653,Standard,Central,2022-12-24 03:33:56.818409208,26-35
654,Basic,North,2022-12-24 16:42:44.482241124,26-35
655,Standard,North,2022-12-25 05:51:32.146073040,36-45
656,Premium,North,2022-12-25 19:00:19.809904956,46-55
657,Standard,North,2022-12-26 08:09:07.473736872,26-35
658,Standard,East,2022-12-26 21:17:55.137568788,36-45
659,Standard,East,2022-12-27 10:26:42.801400704,26-35
660,Standard,East,2022-12-27 23:35:30.465232620,46-55
661,Standard,Central,2022-12-28 12:44:18.129064536,36-45
662,Basic,Central,2022-12-29 01:53:05.792896452,18-25
663,Standard,Central,2022-12-29 15:01:53.456728368,26-35
664,Standard,South,2022-12-30 04:10:41.120560284,18-25
665,Premium,Central,2022-12-30 17:19:28.784392200,36-45
666,Premium,East,2022-12-31 06:28:16.448224116,18-25
667,Standard,East,2022-12-31 19:37:04.112056028,18-25
668,Premium,South,2023-01-01 08:45:51.775887944,55+
669,Premium,South,2023-01-01 21:54:39.439719860,55+
670,Standard,Central,2023-01-02 11:03:27.103551776,36-45
671,Premium,West,2023-01-03 00:12:14.767383692,55+
672,Basic,South,2023-01-03 13:21:02.431215608,18-25
673,Premium,North,2023-01-04 02:29:50.095047524,36-45
674,Standard,East,2023-01-04 15:38:37.758879440,36-45
675,Standard,North,2023-01-05 04:47:25.422711356,36-45
676,Basic,East,2023-01-05 17:56:13.086543272,26-35
677,Premium,East,2023-01-06 07:05:00.750375188,36-45
678,Standard,South,2023-01-06 20:13:48.414207104,36-45
679,Basic,South,2023-01-07 09:22:36.078039020,46-55
680,Basic,North,2023-01-07 22:31:23.741870936,18-25
681,Basic,East,2023-01-08 11:40:11.405702852,26-35
682,Standard,North,2023-01-09 00:48:59.069534768,26-35
683,Premium,West,2023-01-09 13:57:46.733366684,26-35
684,Standard,North,2023-01-10 03:06:34.397198600,36-45
685,Basic,Central,2023-01-10 16:15:22.061030516,18-25
686,Standard,North,2023-01-11 05:24:09.724862432,55+
687,Standard,Central,2023-01-11 18:32:57.388694348,26-35
688,Standard,Central,2023-01-12 07:41:45.052526264,26-35
689,Basic,Central,2023-01-12 20:50:32.716358180,46-55
690,Premium,West,2023-01-13 09:59:20.380190096,18-25
691,Standard,North,2023-01-13 23:08:08.044022012,36-45
692,Standard,North,2023-01-14 12:16:55.707853928,46-55
693,Standard,West,2023-01-15 01:25:43.371685844,26-35
694,Standard,East,2023-01-15 14:34:31.035517760,18-25
695,Premium,South,2023-01-16 03:43:18.699349676,26-35
696,Standard,North,2023-01-16 16:52:06.363181592,18-25
697,Standard,South,2023-01-17 06:00:54.027013508,18-25
698,Standard,West,2023-01-17 19:09:41.690845424,26-35
699,Premium,East,2023-01-18 08:18:29.354677340,26-35
700,Standard,East,2023-01-18 21:27:17.018509256,36-45
701,Standard,East,2023-01-19 10:36:04.682341172,46-55
702,Premium,West,2023-01-19 23:44:52.346173088,36-45
703,Standard,Central,2023-01-20 12:53:40.010005004,18-25
704,Premium,Central,2023-01-21 02:02:27.673836920,26-35
705,Premium,South,2023-01-21 15:11:15.337668836,55+
706,Basic,Central,2023-01-22 04:20:03.001500752,36-45
707,Standard,Central,2023-01-22 17:28:50.665332668,55+
708,Basic,East,2023-01-23 06:37:38.329164584,26-35
709,Standard,East,2023-01-23 19:46:25.992996500,36-45
710,Standard,South,2023-01-24 08:55:13.656828416,36-45
711,Basic,North,2023-01-24 22:04:01.320660332,26-35
712,Standard,South,2023-01-25 11:12:48.984492248,36-45
713,Standard,South,2023-01-26 00:21:36.648324164,36-45
714,Standard,West,2023-01-26 13:30:24.312156080,26-35
715,Standard,West,2023-01-27 02:39:11.975987996,26-35
716,Basic,South,2023-01-27 15:47:59.639819912,46-55
717,Basic,South,2023-01-28 04:56:47.303651828,55+
718,Basic,South,2023-01-28 18:05:34.967483744,26-35
719,Premium,Central,2023-01-29 07:14:22.631315660,26-35
720,Basic,West,2023-01-29 20:23:10.295147576,26-35
721,Basic,South,2023-01-30 09:31:57.958979492,46-55
722,Premium,East,2023-01-30 22:40:45.622811408,26-35
723,Premium,East,2023-01-31 11:49:33.286643324,55+
724,Basic,Central,2023-02-01 00:58:20.950475240,26-35
725,Standard,Central,2023-02-01 14:07:08.614307156,26-35
726,Basic,North,2023-02-02 03:15:56.278139072,36-45
727,Premium,North,2023-02-02 16:24:43.941970988,46-55
728,Basic,North,2023-02-03 05:33:31.605802904,36-45
729,Standard,Central,2023-02-03 18:42:19.269634820,36-45
730,Premium,Central,2023-02-04 07:51:06.933466736,55+
731,Premium,Central,2023-02-04 20:59:54.597298652,18-25
732,Basic,East,2023-02-05 10:08:42.261130568,55+
733,Standard,Central,2023-02-05 23:17:29.924962484,18-25
734,Standard,East,2023-02-06 12:26:17.588794400,46-55
735,Standard,North,2023-02-07 01:35:05.252626316,36-45
736,Basic,North,2023-02-07 14:43:52.916458232,26-35
737,Standard,North,2023-02-08 03:52:40.580290148,55+
738,Basic,South,2023-02-08 17:01:28.244122064,18-25
739,Standard,South,2023-02-09 06:10:15.907953980,26-35
740,Standard,West,2023-02-09 19:19:03.571785896,36-45
741,Standard,West,2023-02-10 08:27:51.235617812,26-35
742,Standard,West,2023-02-10 21:36:38.899449728,36-45
743,Basic,South,2023-02-11 10:45:26.563281644,18-25
744,Standard,South,2023-02-11 23:54:14.227113560,18-25
745,Standard,West,2023-02-12 13:03:01.890945476,18-25
746,Basic,West,2023-02-13 02:11:49.554777392,26-35
747,Standard,Central,2023-02-13 15:20:37.218609308,36-45
748,Standard,West,2023-02-14 04:29:24.882441224,46-55
749,Basic,Central,2023-02-14 17:38:12.546273140,55+
750,Standard,East,2023-02-15 06:47:00.210105056,46-55
751,Premium,South,2023-02-15 19:55:47.873936972,26-35
752,Basic,West,2023-02-16 09:04:35.537768888,36-45
753,Standard,South,2023-02-16 22:13:23.201600804,26-35
754,Standard,South,2023-02-17 11:22:10.865432720,26-35
755,Premium,South,2023-02-18 00:30:58.529264636,36-45
756,Basic,East,2023-02-18 13:39:46.193096552,18-25
757,Standard,North,2023-02-19 02:48:33.856928468,26-35
758,Standard,West,2023-02-19 15:57:21.520760384,55+
759,Basic,North,2023-02-20 05:06:09.184592300,36-45
760,Basic,North,2023-02-20 18:14:56.848424216,36-45
761,Premium,North,2023-02-21 07:23:44.512256132,18-25
762,Standard,South,2023-02-21 20:32:32.176088048,26-35
763,Standard,Central,2023-02-22 09:41:19.839919960,55+
764,Basic,South,2023-02-22 22:50:07.503751880,26-35
765,Premium,South,2023-02-23 11:58:55.167583792,36-45
766,Standard,North,2023-02-24 01:07:42.831415712,18-25
767,Basic,South,2023-02-24 14:16:30.495247624,36-45
768,Basic,North,2023-02-25 03:25:18.159079544,18-25
769,Standard,Central,2023-02-25 16:34:05.822911456,46-55
770,Basic,West,2023-02-26 05:42:53.486743376,46-55
771,Premium,North,2023-02-26 18:51:41.150575288,46-55
772,Basic,Central,2023-02-27 08:00:28.814407208,26-35
773,Premium,West,2023-02-27 21:09:16.478239120,46-55
774,Standard,East,2023-02-28 10:18:04.142071040,36-45
775,Basic,North,2023-02-28 23:26:51.805902952,26-35
776,Premium,North,2023-03-01 12:35:39.469734872,36-45
777,Standard,East,2023-03-02 01:44:27.133566784,18-25
778,Basic,East,2023-03-02 14:53:14.797398704,18-25
779,Basic,North,2023-03-03 04:02:02.461230616,46-55
780,Standard,East,2023-03-03 17:10:50.125062536,26-35
781,Standard,South,2023-03-04 06:19:37.788894448,36-45
782,Standard,West,2023-03-04 19:28:25.452726368,26-35
783,Standard,West,2023-03-05 08:37:13.116558280,55+
784,Standard,West,2023-03-05 21:46:00.780390200,55+
785,Premium,South,2023-03-06 10:54:48.444222112,55+
786,Basic,East,2023-03-07 00:03:36.108054032,26-35
787,Standard,Central,2023-03-07 13:12:23.771885944,26-35
788,Standard,East,2023-03-08 02:21:11.435717864,36-45
789,Standard,North,2023-03-08 15:29:59.099549776,18-25
790,Basic,West,2023-03-09 04:38:46.763381696,18-25
791,Premium,East,2023-03-09 17:47:34.427213608,36-45
792,Standard,Central,2023-03-10 06:56:22.091045528,36-45
793,Standard,North,2023-03-10 20:05:09.754877440,55+
794,Standard,South,2023-03-11 09:13:57.418709360,26-35
795,Premium,South,2023-03-11 22:22:45.082541272,26-35
796,Basic,Central,2023-03-12 11:31:32.746373192,18-25
797,Basic,North,2023-03-13 00:40:20.410205104,55+
798,Standard,West,2023-03-13 13:49:08.074037024,46-55
799,Standard,East,2023-03-14 02:57:55.737868936,46-55
800,Basic,North,2023-03-14 16:06:43.401700856,55+
801,Basic,South,2023-03-15 05:15:31.065532768,36-45
802,Premium,Central,2023-03-15 18:24:18.729364688,36-45
803,Standard,Central,2023-03-16 07:33:06.393196600,26-35
804,Standard,East,2023-03-16 20:41:54.057028520,36-45
805,Standard,Central,2023-03-17 09:50:41.720860432,36-45
806,Basic,Central,2023-03-17 22:59:29.384692352,36-45
807,Basic,North,2023-03-18 12:08:17.048524264,55+
808,Basic,West,2023-03-19 01:17:04.712356184,55+
809,Standard,East,2023-03-19 14:25:52.376188096,46-55
810,Premium,North,2023-03-20 03:34:40.040020016,46-55
811,Basic,West,2023-03-20 16:43:27.703851928,46-55
812,Basic,North,2023-03-21 05:52:15.367683848,26-35
813,Premium,North,2023-03-21 19:01:03.031515760,18-25
814,Basic,Central,2023-03-22 08:09:50.695347680,46-55
815,Basic,West,2023-03-22 21:18:38.359179592,46-55
816,Standard,East,2023-03-23 10:27:26.023011512,18-25
817,Standard,East,2023-03-23 23:36:13.686843424,55+
818,Standard,West,2023-03-24 12:45:01.350675344,18-25
819,Premium,Central,2023-03-25 01:53:49.014507256,26-35
820,Standard,South,2023-03-25 15:02:36.678339176,46-55
821,Basic,North,2023-03-26 04:11:24.342171088,26-35
822,Premium,Central,2023-03-26 17:20:12.006003000,18-25
823,Standard,West,2023-03-27 06:28:59.669834920,26-35
824,Standard,North,2023-03-27 19:37:47.333666832,46-55
825,Standard,East,2023-03-28 08:46:34.997498752,36-45
826,Basic,South,2023-03-28 21:55:22.661330664,46-55
827,Standard,East,2023-03-29 11:04:10.325162584,36-45
828,Standard,West,2023-03-30 00:12:57.988994496,18-25
829,Basic,North,2023-03-30 13:21:45.652826416,55+
830,Standard,West,2023-03-31 02:30:33.316658328,18-25
831,Standard,North,2023-03-31 15:39:20.980490248,55+
832,Standard,Central,2023-04-01 04:48:08.644322160,36-45
833,Premium,South,2023-04-01 17:56:56.308154080,55+
834,Premium,Central,2023-04-02 07:05:43.971985992,18-25
835,Standard,Central,2023-04-02 20:14:31.635817912,36-45
836,Standard,West,2023-04-03 09:23:19.299649824,26-35
837,Basic,South,2023-04-03 22:32:06.963481744,18-25
838,Standard,North,2023-04-04 11:40:54.627313656,36-45
839,Standard,North,2023-04-05 00:49:42.291145576,26-35
840,Standard,East,2023-04-05 13:58:29.954977488,36-45
841,Premium,North,2023-04-06 03:07:17.618809408,18-25
842,Standard,West,2023-04-06 16:16:05.282641320,26-35
843,Premium,Central,2023-04-07 05:24:52.946473240,46-55
844,Basic,Central,2023-04-07 18:33:40.610305152,36-45
845,Premium,Central,2023-04-08 07:42:28.274137072,36-45
846,Standard,South,2023-04-08 20:51:15.937968984,36-45
847,Premium,North,2023-04-09 10:00:03.601800904,46-55
848,Basic,West,2023-04-09 23:08:51.265632816,26-35
849,Standard,South,2023-04-10 12:17:38.929464736,46-55
850,Standard,East,2023-04-11 01:26:26.593296648,55+
851,Premium,West,2023-04-11 14:35:14.257128568,46-55
852,Basic,West,2023-04-12 03:44:01.920960480,36-45
853,Standard,West,2023-04-12 16:52:49.584792400,36-45
854,Basic,Central,2023-04-13 06:01:37.248624312,46-55
855,Standard,West,2023-04-13 19:10:24.912456232,36-45
856,Premium,North,2023-04-14 08:19:12.576288144,18-25
857,Premium,West,2023-04-14 21:28:00.240120064,26-35
858,Standard,Central,2023-04-15 10:36:47.903951976,46-55
859,Standard,West,2023-04-15 23:45:35.567783896,26-35
860,Premium,East,2023-04-16 12:54:23.231615808,46-55
861,Basic,East,2023-04-17 02:03:10.895447728,26-35
862,Standard,Central,2023-04-17 15:11:58.559279640,36-45
863,Standard,North,2023-04-18 04:20:46.223111560,18-25
864,Standard,North,2023-04-18 17:29:33.886943472,26-35
865,Standard,South,2023-04-19 06:38:21.550775392,55+
866,Standard,Central,2023-04-19 19:47:09.214607304,55+
867,Premium,West,2023-04-20 08:55:56.878439224,46-55
868,Premium,Central,2023-04-20 22:04:44.542271136,36-45
869,Basic,South,2023-04-21 11:13:32.206103056,46-55
870,Basic,Central,2023-04-22 00:22:19.869934968,36-45
871,Standard,Central,2023-04-22 13:31:07.533766888,36-45
872,Standard,South,2023-04-23 02:39:55.197598800,18-25
873,Standard,North,2023-04-23 15:48:42.861430720,36-45
874,Standard,West,2023-04-24 04:57:30.525262632,46-55
875,Premium,South,2023-04-24 18:06:18.189094552,55+
876,Premium,East,2023-04-25 07:15:05.852926464,18-25
877,Basic,North,2023-04-25 20:23:53.516758384,46-55
878,Standard,East,2023-04-26 09:32:41.180590296,36-45
879,Premium,North,2023-04-26 22:41:28.844422216,36-45
880,Standard,West,2023-04-27 11:50:16.508254128,18-25
881,Standard,West,2023-04-28 00:59:04.172086048,36-45
882,Standard,Central,2023-04-28 14:07:51.835917960,26-35
883,Premium,East,2023-04-29 03:16:39.499749880,26-35
884,Premium,North,2023-04-29 16:25:27.163581792,46-55
885,Basic,West,2023-04-30 05:34:14.827413712,46-55
886,Premium,South,2023-04-30 18:43:02.491245624,36-45
887,Standard,West,2023-05-01 07:51:50.155077544,55+
888,Standard,South,2023-05-01 21:00:37.818909456,26-35
889,Premium,North,2023-05-02 10:09:25.482741376,26-35
890,Standard,West,2023-05-02 23:18:13.146573288,46-55
891,Basic,West,2023-05-03 12:27:00.810405208,26-35
892,Basic,North,2023-05-04 01:35:48.474237120,26-35
893,Basic,West,2023-05-04 14:44:36.138069040,26-35
894,Standard,South,2023-05-05 03:53:23.801900952,18-25
895,Standard,West,2023-05-05 17:02:11.465732872,46-55
896,Standard,East,2023-05-06 06:10:59.129564784,26-35
897,Standard,Central,2023-05-06 19:19:46.793396704,36-45
898,Basic,South,2023-05-07 08:28:34.457228616,18-25
899,Premium,East,2023-05-07 21:37:22.121060536,46-55
900,Premium,North,2023-05-08 10:46:09.784892448,26-35
901,Standard,South,2023-05-08 23:54:57.448724368,46-55
902,Premium,Central,2023-05-09 13:03:45.112556280,36-45
903,Premium,Central,2023-05-10 02:12:32.776388200,26-35
904,Standard,North,2023-05-10 15:21:20.440220112,36-45
905,Standard,North,2023-05-11 04:30:08.104052032,18-25
906,Basic,South,2023-05-11 17:38:55.767883944,36-45
907,Basic,West,2023-05-12 06:47:43.431715864,26-35
908,Standard,North,2023-05-12 19:56:31.095547776,55+
909,Standard,West,2023-05-13 09:05:18.759379696,18-25
910,Standard,East,2023-05-13 22:14:06.423211608,46-55
911,Standard,Central,2023-05-14 11:22:54.087043528,26-35
912,Standard,West,2023-05-15 00:31:41.750875440,26-35
913,Standard,Central,2023-05-15 13:40:29.414707360,36-45
914,Standard,West,2023-05-16 02:49:17.078539272,55+
915,Standard,East,2023-05-16 15:58:04.742371192,26-35
916,Standard,North,2023-05-17 05:06:52.406203104,18-25
917,Standard,East,2023-05-17 18:15:40.070035024,26-35
918,Basic,North,2023-05-18 07:24:27.733866936,18-25
919,Basic,North,2023-05-18 20:33:15.397698856,18-25
920,Premium,Central,2023-05-19 09:42:03.061530768,36-45
921,Basic,East,2023-05-19 22:50:50.725362688,18-25
922,Standard,West,2023-05-20 11:59:38.389194600,18-25
923,Basic,East,2023-05-21 01:08:26.053026512,46-55
924,Basic,Central,2023-05-21 14:17:13.716858432,26-35
925,Standard,North,2023-05-22 03:26:01.380690344,18-25
926,Premium,Central,2023-05-22 16:34:49.044522264,26-35
927,Standard,South,2023-05-23 05:43:36.708354176,36-45
928,Standard,South,2023-05-23 18:52:24.372186096,26-35
929,Standard,West,2023-05-24 08:01:12.036018008,36-45
930,Standard,Central,2023-05-24 21:09:59.699849928,18-25
931,Premium,West,2023-05-25 10:18:47.363681840,36-45
932,Basic,West,2023-05-25 23:27:35.027513760,26-35
933,Basic,South,2023-05-26 12:36:22.691345672,36-45
934,Standard,West,2023-05-27 01:45:10.355177592,46-55
935,Premium,South,2023-05-27 14:53:58.019009504,36-45
936,Standard,North,2023-05-28 04:02:45.682841424,26-35
937,Premium,Central,2023-05-28 17:11:33.346673336,26-35
938,Basic,West,2023-05-29 06:20:21.010505256,26-35
939,Premium,South,2023-05-29 19:29:08.674337168,26-35
940,Standard,East,2023-05-30 08:37:56.338169088,26-35
941,Standard,West,2023-05-30 21:46:44.002001000,46-55
942,Standard,North,2023-05-31 10:55:31.665832920,26-35
943,Standard,North,2023-06-01 00:04:19.329664832,36-45
944,Basic,East,2023-06-01 13:13:06.993496752,36-45
945,Standard,South,2023-06-02 02:21:54.657328664,36-45
946,Premium,West,2023-06-02 15:30:42.321160584,18-25
947,Premium,South,2023-06-03 04:39:29.984992496,46-55
948,Basic,North,2023-06-03 17:48:17.648824416,26-35
949,Basic,South,2023-06-04 06:57:05.312656328,46-55
950,Standard,North,2023-06-04 20:05:52.976488248,46-55
951,Standard,South,2023-06-05 09:14:40.640320160,46-55
952,Standard,East,2023-06-05 22:23:28.304152080,36-45
953,Premium,Central,2023-06-06 11:32:15.967983992,18-25
954,Basic,East,2023-06-07 00:41:03.631815912,26-35
955,Standard,East,2023-06-07 13:49:51.295647824,36-45
956,Standard,Central,2023-06-08 02:58:38.959479744,26-35
957,Standard,Central,2023-06-08 16:07:26.623311656,55+
958,Premium,West,2023-06-09 05:16:14.287143576,26-35
959,Premium,West,2023-06-09 18:25:01.950975488,26-35
960,Basic,East,2023-06-10 07:33:49.614807408,26-35
